время;sin(t);sin(t*5);sin(t*10);sin(t*20);sin(t*50);sin(t*10)+sin(t*50);sin(t*10)+sin(t*20)+sin(t*50)
08.04.64 21:36;0,369146891;0,949342872;0,596647037;-0,957623002;-0,054961932;0,541685104;-0,415937898
08.04.64 21:50;0,359834878;0,963862001;0,513549593;-0,881312638;0,43046723;0,944016822;0,062704184
08.04.64 22:04;0,350486882;0,975971977;0,425320931;-0,769867121;0,810503001;1,235823932;0,465956811
08.04.64 22:19;0,341103838;0,985642531;0,332842603;-0,627729431;0,99209937;1,324941973;0,697212542
08.04.64 22:33;0,331686683;0,992849492;0,237038622;-0,46056615;0,930795213;1,167833835;0,707267685
08.04.64 22:48;0,32223636;0,997574846;0,138866229;-0,275041549;0,641599925;0,780466154;0,505424604
08.04.64 23:02;0,312753814;0,999806783;0,039306331;-0,07855191;0,195318598;0,234624929;0,156073019
08.04.64 23:16;0,303239992;0,999539724;-0,060646303;0,121069346;-0,298783532;-0,359429836;-0,23836049
08.04.64 23:31;0,293695847;0,996774336;-0,15999298;0,315863949;-0,719733034;-0,879726014;-0,563862065
08.04.64 23:45;0,284122333;0,991517531;-0,257741059;0,498066053;-0,964466788;-1,222207847;-0,724141794
09.04.64 0:00;0,274520406;0,983782448;-0,352913875;0,660411836;-0,973065435;-1,32597931;-0,665567474
09.04.64 0:14;0,264891028;0,973588422;-0,444560492;0,796429082;-0,743423727;-1,187984219;-0,391555136
09.04.64 0:28;0,25523516;0,960960932;-0,531765207;0,900695215;-0,331765962;-0,863531169;0,037164045
09.04.64 0:43;0,24555377;0,94593154;-0,613656701;0,969053471;0,161119681;-0,45253702;0,516516451
09.04.64 0:57;0,235847824;0,928537812;-0,689416739;0,998778624;0,614557606;-0,074859133;0,923919491
09.04.64 1:12;0,226118294;0,908823222;-0,758288354;0,988685624;0,917530397;0,159242043;1,147927667
09.04.64 1:26;0,216366152;0,886837048;-0,819583401;0,939176849;0,995859746;0,176276344;1,115453194
09.04.64 1:40;0,206592373;0,862634244;-0,872689443;0,852226057;0,830367897;-0,042321545;0,809904511
09.04.64 1:55;0,196797936;0,836275303;-0,91707586;0,731299701;0,461573028;-0,455502832;0,275796869
09.04.64 2:09;0,186983819;0,807826109;-0,952299158;0,581218734;-0,020231018;-0,972530175;-0,391311442
09.04.64 2:24;0,177151003;0,77735777;-0,978007397;0,40796641;-0,497081804;-1,475089201;-1,067122791
09.04.64 2:38;0,167300473;0,744946442;-0,99394371;0,218449752;-0,852229628;-1,846173338;-1,627723586
09.04.64 2:52;0,157433213;0,710673136;-0,999948866;0,020224193;-0,998721917;-1,998670783;-1,97844659
09.04.64 3:07;0,14755021;0,674623517;-0,995962864;-0,178807642;-0,900692249;-1,896655112;-2,075462754
09.04.64 3:21;0,137652451;0,636887691;-0,982025529;-0,37071098;-0,582141705;-1,564167235;-1,934878214
09.04.64 3:36;0,127740928;0,597559977;-0,958276121;-0,547835241;-0,12106257;-1,079338691;-1,627173931
09.04.64 3:50;0,117816631;0,556738675;-0,924951934;-0,703119039;0,369656905;-0,555295029;-1,258414068
09.04.64 4:04;0,107880552;0,514525815;-0,882385933;-0,830371701;0,769871478;-0,112514455;-0,942886156
09.04.64 4:19;0,097933685;0,47102691;-0,831003423;-0,924520063;0,981594662;0,150591238;-0,773928824
09.04.64 4:33;0,087977024;0,426350682;-0,771317802;-0,981810728;0,952989239;0,181671437;-0,800139291
09.04.64 4:48;0,078011567;0,380608799;-0,703925429;-0,999959697;0,691058813;-0,012866616;-1,012826313
09.04.64 5:02;0,068038308;0,333915593;-0,629499665;-0,978243429;0,259933089;-0,369566576;-1,347810005
09.04.64 5:16;0,058058245;0,286387771;-0,548784149;-0,917527682;-0,234833321;-0,78361747;-1,701145152
09.04.64 5:31;0,048072376;0,238144129;-0,462585362;-0,820233001;-0,672104348;-1,13468971;-1,954922711
09.04.64 5:45;0,038081701;0,189305251;-0,371764576;-0,690238219;-0,944820785;-1,316585361;-2,00682358
09.04.64 6:00;0,028087217;0,139993209;-0,277229241;-0,532725818;-0,986212142;-1,263441383;-1,796167201
09.04.64 6:14;0,018089924;0,090331256;-0,179923923;-0,353975319;-0,786144372;-0,966068295;-1,320043614
09.04.64 6:28;0,008090823;0,040443522;-0,080820865;-0,161112942;-0,393601041;-0,474421906;-0,635534848
09.04.64 6:43;-0,001909088;-0,009545299;0,019089729;0,0381725;0,095309552;0,11439928;0,15257178
09.04.64 6:57;-0,011908807;-0,059510262;0,118809584;0,235936125;0,560885042;0,679694626;0,915630751
09.04.64 7:12;-0,021907336;-0,109326481;0,217342333;0,424293721;0,889136313;1,106478646;1,530772367
09.04.64 7:26;-0,031903674;-0,15886944;0,31370347;0,595736066;0,999696004;1,313399474;1,90913554
09.04.64 7:40;-0,041896822;-0,208015309;0,406930185;0,743428293;0,865495248;1,272425433;2,015853726
09.04.64 7:55;-0,05188578;-0,256641247;0,496090988;0,861482381;0,51939107;1,015482058;1,876964439
09.04.64 8:09;-0,06186955;-0,304625716;0,580295014;0,945191884;0,046121844;0,626416858;1,571608743
09.04.64 8:24;-0,071847132;-0,35184878;0,658700924;0,99121957;-0,438439618;0,220261306;1,211480876
09.04.64 8:38;-0,08181753;-0,398192404;0,730525312;0,99773046;-0,815655771;-0,085130458;0,912600001
09.04.64 8:52;-0,091779747;-0,443540755;0,795050533;0,964464984;-0,993170944;-0,198120411;0,766344574
09.04.64 9:07;-0,101732785;-0,487780485;0,851631872;0,892749333;-0,927523231;-0,07589136;0,816857974
09.04.64 9:21;-0,11167565;-0,530801018;0,899703986;0,785442584;-0,634785484;0,264918502;1,050361086
09.04.64 9:36;-0,121607348;-0,572494825;0,938786556;0,646822717;-0,186630111;0,752156445;1,398979162
09.04.64 9:50;-0,131526885;-0,612757693;0,968489081;0,48241607;0,307218822;1,275707903;1,758123973
09.04.64 10:04;-0,14143327;-0,651488986;0,988514783;0,298777016;0,725849873;1,714364656;2,013141672
09.04.64 10:19;-0,151325511;-0,688591896;0,998663572;0,103226666;0,96676756;1,965431132;2,068657798
09.04.64 10:33;-0,16120262;-0,723973684;0,998834044;-0,096439006;0,970986831;1,969820875;1,87338187
09.04.64 10:48;-0,171063609;-0,757545915;0,989024497;-0,292259959;0,737474662;1,726499159;1,4342392
09.04.64 11:02;-0,180907491;-0,789224676;0,969332945;-0,47642943;0,323402975;1,292735919;0,81630649
09.04.64 11:16;-0,190733283;-0,818930787;0,939956138;-0,641605162;-0,16984904;0,770107098;0,128501935
09.04.64 11:31;-0,200540002;-0,846589997;0,901187599;-0,781202122;-0,621516085;0,279671514;-0,501530608
09.04.64 11:45;-0,210326667;-0,872133173;0,853414693;-0,889655018;-0,921014317;-0,067599625;-0,957254643
09.04.64 12:00;-0,220092299;-0,89549647;0,797114748;-0,962640177;-0,995016123;-0,197901374;-1,160541551
09.04.64 12:14;-0,229835923;-0,916621492;0,732850297;-0,997247909;-0,825403279;-0,092552982;-1,089800891
09.04.64 12:28;-0,239556563;-0,935455438;0,661263448;-0,992098514;-0,453702926;0,207560522;-0,784537991
09.04.64 12:43;-0,249253247;-0,951951232;0,583069473;-0,947397282;0,029079727;0,6121492;-0,335248081
09.04.64 12:57;-0,258925007;-0,966067645;0,499049661;-0,86492631;0,504742649;1,00379231;0,138866
09.04.64 13:12;-0,268570874;-0,977769391;0,410043509;-0,747973455;0,856826967;1,266870475;0,51889702
09.04.64 13:26;-0,278189884;-0,987027223;0,316940338;-0,60120126;0,99913016;1,316070498;0,714869238
09.04.64 13:40;-0,287781076;-0,993818001;0,220670404;-0,430461067;0,896811444;1,117481848;0,687020781
09.04.64 13:55;-0,297343489;-0,998124751;0,122195604;-0,24255975;0,574922009;0,697117614;0,454557864
09.04.64 14:09;-0,306876169;-0,999936709;0,022499866;-0,044988341;0,112271616;0,134771482;0,089783141
09.04.64 14:24;-0,316378161;-0,999249347;-0,077420683;0,154376611;-0,377866785;-0,455287468;-0,300910856
09.04.64 14:38;-0,325848516;-0,996064381;-0,17656767;0,347587055;-0,775490218;-0,952057888;-0,604470833
09.04.64 14:52;-0,335286286;-0,990389774;-0,273950451;0,5269403;-0,9832466;-1,257197051;-0,730256751
09.04.64 15:07;-0,344690527;-0,982239707;-0,36859601;0,685286098;-0,950269922;-1,318865932;-0,633579834
09.04.64 15:21;-0,3540603;-0,971634553;-0,45955868;0,816311701;-0,684634025;-1,144192705;-0,327881004
09.04.64 15:36;-0,363394668;-0,958600818;-0,545929591;0,914793533;-0,251375842;-0,797305433;0,117488101
09.04.64 15:50;-0,372692696;-0,943171081;-0,626845754;0,976805434;0,243427915;-0,383417839;0,593387595
09.04.64 16:04;-0,381953455;-0,925383907;-0,701498681;0,999875185;0,678632028;-0,022866653;0,977008532
09.04.64 16:19;-0,391176019;-0,905283756;-0,769142466;0,983083067;0,947683353;0,178540887;1,161623954
09.04.64 16:33;-0,400359466;-0,882920866;-0,829101233;0,92709853;0,984708741;0,155607508;1,082706037
09.04.64 16:48;-0,409502877;-0,858351134;-0,880775895;0,8341535;0,780643087;-0,100132809;0,734020691
09.04.64 17:02;-0,418605338;-0,831635971;-0,923650135;0,707953402;0,385448779;-0,538201357;0,169752045
09.04.64 17:16;-0,427665939;-0,802842151;-0,957295569;0,553529434;-0,104116838;-1,061412408;-0,507882973
09.04.64 17:31;-0,436683774;-0,772041644;-0,981376022;0,377037997;-0,568191017;-1,549567039;-1,172529042
09.04.64 17:45;-0,445657941;-0,739311435;-0,995650889;0,185515244;-0,893152219;-1,888803108;-1,703287865
09.04.64 18:00;-0,454587542;-0,704733333;-0,999977542;-0,013403417;-0,999438608;-1,99941615;-2,012819567
09.04.64 18:14;-0,463471685;-0,668393764;-0,99431275;-0,211787725;-0,861027569;-1,855340319;-2,067128044
09.04.64 18:28;-0,472309481;-0,630383559;-0,978713114;-0,401728725;-0,511806951;-1,490520065;-1,89224879
09.04.64 18:43;-0,481100047;-0,590797723;-0,9533345;-0,575654069;-0,037278142;-0,990612642;-1,566266711
09.04.64 18:57;-0,489842503;-0,549735201;-0,918430482;-0,726629901;0,446377656;-0,472052826;-1,198682728
09.04.64 19:12;-0,498535975;-0,507298627;-0,874349811;-0,848637293;0,820744636;-0,053605175;-0,902242468
09.04.64 19:26;-0,507179594;-0,463594071;-0,821532926;-0,936812193;0,994164705;0,172631779;-0,764180414
09.04.64 19:40;-0,515772496;-0,41873077;-0,760507555;-0,987639348;0,924178581;0,163671026;-0,823968321
09.04.64 19:55;-0,524313821;-0,372820861;-0,691883444;-0,999092438;0,627921309;-0,063962135;-1,063054573
09.04.64 20:09;-0,532802714;-0,325979094;-0,616346262;-0,970714866;0,177927001;-0,438419261;-1,409134127
09.04.64 20:24;-0,541238328;-0,278322549;-0,534650752;-0,903637955;-0,315630043;-0,850280795;-1,75391875
09.04.64 20:38;-0,549619819;-0,229970343;-0,447613189;-0,800535851;-0,731909844;-1,179523032;-1,980058883
09.04.64 20:52;-0,557946348;-0,18104333;-0,356103222;-0,665518909;-0,968992589;-1,325095811;-1,990614719
09.04.64 21:07;-0,566217083;-0,131663804;-0,26103519;-0,503969827;-0,968832153;-1,229867343;-1,733837171
09.04.64 21:21;-0,574431196;-0,081955186;-0,163358981;-0,32232906;-0,731467817;-0,894826798;-1,217155858
09.04.64 21:36;-0,582587867;-0,032041724;-0,064050543;-0,127838049;-0,315014649;-0,379065192;-0,506903241
09.04.64 21:50;-0,59068628;0,017951827;0,035897868;0,07174946;0,178565092;0,214462959;0,28621242
09.04.64 22:04;-0,598725624;0,067900507;0,135487598;0,268476546;0,62842587;0,763913469;1,032390015
09.04.64 22:19;-0,606705097;0,117679471;0,233723582;0,454500318;0,924426079;1,158149661;1,612649979
09.04.64 22:33;-0,614623899;0,167164298;0,329624276;0,622404598;0,994094543;1,323718819;1,946123417
09.04.64 22:48;-0,62248124;0,216231301;0,422231474;0,76549557;0,820373992;1,242605466;2,008101036
09.04.64 23:02;-0,630276333;0,264757839;0,510619874;0,878068649;0,445797277;0,956417151;1,8344858
09.04.64 23:16;-0,638008399;0,31262262;0,59390633;0,955635902;-0,037926159;0,55598017;1,511616072
09.04.64 23:31;-0,645676664;0,359706007;0,671258669;0,995104968;-0,512363949;0,15889472;1,153999688
09.04.64 23:45;-0,653280363;0,405890316;0,741904014;0,994902338;-0,861357175;-0,119453161;0,875449177
10.04.64 0:00;-0,660818733;0,451060111;0,805136499;0,955036092;-0,999460124;-0,194323624;0,760712468
10.04.64 0:14;-0,668291023;0,495102491;0,860324327;0,877095571;-0,892860376;-0,032536049;0,844559522
10.04.64 0:28;-0,675696484;0,537907372;0,906916078;0,764188017;-0,567657269;0,339258809;1,103446826
10.04.64 0:43;-0,683034376;0,579367765;0,944446224;0,620814699;-0,103471865;0,840974359;1,461789057
10.04.64 0:57;-0,690303965;0,61938004;0,972539775;0,452691457;0,38604706;1,358586835;1,811278293
10.04.64 1:12;-0,697504525;0,657844188;0,99091603;0,266520836;0,781048202;1,771964232;2,038485068
10.04.64 1:26;-0,704635334;0,694664068;0,99939138;0,06972487;0,984821503;1,984212883;2,053937753
10.04.64 1:40;-0,71169568;0,729747649;0,997881141;-0,129850807;0,947476154;1,945357295;1,815506488
10.04.64 1:55;-0,718684858;0,763007242;0,986400404;-0,324249741;0,678155598;1,664556002;1,340306261
10.04.64 2:09;-0,725602168;0,794359713;0,96506388;-0,505721862;0,2427989;1,20786278;0,702140918
10.04.64 2:24;-0,732446918;0,823726699;0,934084757;-0,667032448;-0,252003437;0,68208132;0,015048872
10.04.64 2:38;-0,739218423;0,851034798;0,893772568;-0,801750555;-0,685106543;0,208666024;-0,593084531
10.04.64 2:52;-0,745916008;0,876215752;0,844530098;-0,904505398;-0,950471674;-0,105941575;-1,010446973
10.04.64 3:07;-0,752539002;0,899206624;0,786849363;-0,971200464;-0,98312819;-0,196278826;-1,167479291
10.04.64 3:21;-0,759086742;0,919949947;0,72130669;-0,999176833;-0,775080637;-0,053773947;-1,052950781
10.04.64 3:36;-0,765558575;0,938393874;0,648556958;-0,987319175;-0,377266313;0,271290645;-0,71602853
10.04.64 3:50;-0,771953852;0,954492306;0,56932706;-0,936100217;0,112915963;0,682243022;-0,253857195
10.04.64 4:04;-0,778271934;0,968205004;0,484408633;-0,847561897;0,575452472;1,059861106;0,212299208
10.04.64 4:19;-0,78451219;0,979497693;0,394650156;-0,72523396;0,897098147;1,291748304;0,566514344
10.04.64 4:33;-0,790673995;0,988342148;0,300948465;-0,573993232;0,999102908;1,300051374;0,726058141
10.04.64 4:48;-0,796756734;0,994716263;0,204239797;-0,399869206;0,856492432;1,060732229;0,660863023
10.04.64 5:02;-0,802759798;0,998604105;0,10549043;-0,209803655;0,504182733;0,609673164;0,399869509
10.04.64 5:16;-0,808682586;0,999995957;0,00568704;-0,011373895;0,02843152;0,03411856;0,022744664
10.04.64 5:31;-0,814524507;0,99888834;-0,094173174;0,187509305;-0,454280721;-0,548453895;-0,36094459
10.04.64 5:45;-0,820284976;0,995284022;-0,193092441;0,378917101;-0,825769198;-1,018861639;-0,639944537
10.04.64 6:00;-0,825963417;0,989192013;-0,290082391;0,555218669;-0,995080576;-1,285162967;-0,729944298
10.04.64 6:14;-0,831559262;0,980627538;-0,384173934;0,709385419;-0,920761524;-1,304935458;-0,595550039
10.04.64 6:28;-0,837071952;0,969612005;-0,474426939;0,835271212;-0,621007938;-1,095434877;-0,260163664
10.04.64 6:43;-0,842500936;0,956172948;-0,559939626;0,927857378;-0,169209951;-0,729149577;0,198707801
10.04.64 6:57;-0,84784567;0,940343956;-0,639857581;0,983452798;0,324016534;-0,315841047;0,66761175
10.04.64 7:12;-0,853105621;0,922164594;-0,713382292;0,999841058;0,73791247;0,024530179;1,024371237
10.04.64 7:26;-0,858280261;0,9016803;-0,779779122;0,976368811;0,971141699;0,191362577;1,167731388
10.04.64 7:40;-0,863369075;0,878942275;-0,838384656;0,91397182;0,96660157;0,128216913;1,042188733
10.04.64 7:55;-0,868371552;0,854007353;-0,888613329;0,815137657;0,725403665;-0,163209664;0,651927993
10.04.64 8:09;-0,873287192;0,826937857;-0,929963271;0,683806527;0,306601643;-0,623361628;0,0604449
10.04.64 8:24;-0,878115505;0,797801447;-0,962021327;0,52521419;-0,187267154;-1,149288481;-0,624074291
10.04.64 8:38;-0,882856007;0,766670948;-0,984467184;0,34568322;-0,63528642;-1,619753604;-1,274070384
10.04.64 8:52;-0,887508224;0,733624172;-0,99707657;0,152370951;-0,927765414;-1,924841985;-1,772471034
10.04.64 9:07;-0,892071691;0,698743717;-0,999723497;-0,047015867;-0,993095078;-1,992818576;-2,039834443
10.04.64 9:21;-0,896545951;0,662116767;-0,992381518;-0,244528311;-0,815280432;-1,807661949;-2,05219026
10.04.64 9:36;-0,900930558;0,62383487;-0,97512399;-0,432292182;-0,437856701;-1,412980691;-1,845272874
10.04.64 9:50;-0,905225072;0,58399371;-0,948123345;-0,602821929;0,04676962;-0,901353725;-1,504175654
10.04.64 10:04;-0,909429065;0,542692871;-0,911649366;-0,749319067;0,519945107;-0,391704258;-1,141023326
10.04.64 10:19;-0,913542115;0,500035581;-0,866066487;-0,865943219;0,865819899;-0,000246588;-0,866189808
10.04.64 10:33;-0,917563812;0,456128464;-0,811830159;-0,948044948;0,999711782;0,187881624;-0,760163324
10.04.64 10:48;-0,921493754;0,411081262;-0,749482291;-0,992351116;0,888839356;0,139357064;-0,852994052
10.04.64 11:02;-0,925331546;0,365006572;-0,679645845;-0,997095376;0,560348055;-0,11929779;-1,116393166
10.04.64 11:16;-0,929076807;0,318019555;-0,603018602;-0,962088591;0,094664008;-0,508354594;-1,470443184
10.04.64 11:31;-0,93272916;0,270237655;-0,520366196;-0,888726369;-0,39419709;-0,914563285;-1,803289655
